      w0,      w1,       x,       y,       z
    -121,    3496,      24,      16,      20
    -265,    2386,      12,       4,      17
    -346,     384,       5,       5,       8
    -299,    1952,       2,      14,      16
    -329,    1662,       0,      11,      15
    -478,    -464,     -11,       8,       0
    -369,     -56,       4,       5,       4
    -199,    1886,      14,      19,      15
    -387,    -386,      -6,      23,      -1
    -249,    4752,      12,       1,      24
    -248,    5010,       3,      16,      25
    -271,     284,      14,      10,       6
    -146,    6022,      13,      22,      27
    -305,       8,       8,      14,       4
    -343,    2694,      -6,      14,      19
    -247,    3610,      10,       8,      21
    -195,    1272,      18,      16,      12
    -260,    1434,      15,       4,      13
    -333,    1984,       4,       2,      16
    -429,    1982,       8,       4,     -17
    -234,    1338,       9,      21,      13
    -380,     352,       3,       0,       8
    -410,    -248,      -3,      15,      -4
    -441,    1228,     -12,       5,      14
    -336,    1096,       7,       0,      12
    -218,     576,      17,      16,       8
    -332,     -72,       3,      16,       4
    -330,    2436,      -3,      13,      18
    -202,    1320,      21,       9,      12
    -226,     214,      25,       5,       3
    -265,    7710,       0,      11,      31
    -329,     450,       0,      17,       9
    -293,    9428,       8,     -13,      34
    -205,    5572,      12,      10,      26
    -146,    1820,      25,      14,      14
    -179,     294,      30,       8,       3
    -165,    4060,      16,      17,      22
    -171,    1206,      26,       9,      11
    -259,    2418,      14,       2,      17
    -447,     644,       2,     -17,      10
    -289,     494,      20,      -6,       7
    -352,     -60,      11,      -1,       2
    -170,    4204,      25,       0,      22
    -392,     660,       3,      -5,      10
    -199,    7372,      10,      11,      30
    -432,      82,       3,       2,      -7
    -350,    -156,       5,      10,       2
    -272,     108,       3,      29,       6
    -308,    2468,      -1,      15,      18
    -329,    1484,       4,       5,      14
    -421,    1598,      -4,      -5,      15
    -271,     674,      14,       7,       9
    -369,     540,       8,      12,     -10
    -244,    3030,      15,       2,      19
    -352,      38,      11,       6,      -5
    -224,    1224,      15,      14,      12
    -114,    9154,      25,       3,      33
    -254,    3128,       1,      23,      20
    -165,    1740,      20,      18,      14
    -268,     480,      11,      14,       8
    -299,    8658,      -6,      11,      33
    -291,    2354,      10,       1,      17
    -240,     138,      11,      24,       5
    -410,    1372,      -3,      -3,      14
    -126,     362,      25,      28,       5
    -195,    3464,      22,       1,      20
    -210,      66,      21,      18,       1
    -209,     380,      20,      15,       6
    -322,    2274,       5,       2,      17
    -126,    7548,      21,      10,      30
    -366,     160,       1,      23,      -8
    -298,    3192,       5,       5,      20
    -348,     638,      23,     -10,      -9
    -162,    1320,      21,      19,      12
    -190,     722,      17,      22,       9
    -385,     726,      -4,       8,      11
    -192,    2096,      11,      25,      16
    -309,      20,      16,       1,       2
    -328,     -48,      15,       0,       0
    -321,    -160,       8,      14,       0
    -171,     930,      30,       4,       9
    -306,    -210,       5,      24,      -1
    -256,    2532,       3,      21,      18
    -478,     564,      -3,     -16,      10
    -219,      12,      18,      24,      -2
    -127,     590,      26,      24,       7
    -281,     432,       8,      16,       8
    -321,      10,      16,       3,      -3
    -350,    -144,       9,       5,       0
    -267,    2080,      10,       8,      16
    -124,    4478,      19,      21,      23
    -327,    -214,       2,      26,      -3
    -181,    1740,      20,      14,      14
    -282,    1806,       9,       7,      15
    -444,     370,      -5,      -3,       9
    -319,    2354,      10,      -6,      17
    -357,    -236,       0,      17,       2
    -374,     500,      -7,      17,      10
    -265,      74,      20,      10,      -3
    -336,    5300,      -5,       7,      26
    -382,    -208,       5,       4,       0
    -262,     692,       5,      24,      10
    -378,    -210,       5,       6,      -1
    -371,    1162,      -2,       6,      13
    -357,    3450,       0,      -2,      21
    -154,     638,      29,      12,       7
    -236,    7260,       3,      14,      30
    -212,    2966,      11,      17,      19
    -223,      82,      22,      13,       1
    -206,     164,      25,      11,       2
    -166,    1820,      25,       9,      14
    -123,     718,      34,      11,       7
    -244,    5138,      11,       3,      25
    -160,     312,      27,      17,       4
    -188,     -50,      15,      36,      -1
    -376,    -148,     -13,      31,       6
    -482,    -250,      -7,       5,      -5
    -359,     508,       6,      18,     -10
    -367,    3772,      -2,      -2,      22
    -322,     756,       9,       2,      10
    -115,    1708,      18,      34,      14
    -194,    4140,      21,       1,      22
    -308,    1178,      -1,      20,      13
    -332,    2646,      -9,      22,      19
    -210,    2128,      13,      17,      16
    -300,    -112,      11,      14,       0
    -191,    1822,      10,      28,      15
     -84,    5120,      35,       2,      24
    -211,    3272,      10,      18,      20
    -194,    9942,       5,      16,      35
    -272,     562,       7,      19,       9
    -434,    -260,       1,       0,      -2
    -297,    3868,       4,       5,      22
    -286,    2064,       9,       5,      16
    -514,     586,       1,     -11,     -11
    -292,      54,      15,       6,       3
    -358,      50,       1,      24,      -7
     -66,    6792,      33,       6,      28
    -387,     888,      -6,      10,      12
    -335,     886,       6,       3,      11
    -286,      72,      17,      11,      -4
    -342,    1000,       1,       9,      12
    -496,     -98,     -17,       7,       7
    -264,     202,      15,      11,       5
    -299,    1014,      14,      -2,      11
    -127,    6488,      14,      24,      28
    -491,      78,      -6,     -11,       7
    -170,     396,      21,      23,       6
    -375,     822,       2,       0,      11
    -291,     164,      14,      17,      -6
    -311,    1952,       2,      11,      16
    -225,    5444,       4,      19,      26
    -351,    -192,       6,      10,       0
    -117,   10118,      16,      16,      35
    -312,    3788,      -1,      10,      22
     -82,    7612,      25,      14,      30
    -317,     400,      16,       9,      -8
    -370,    -106,       5,       4,       3
    -261,      70,      16,      12,       3
    -338,      50,       1,      29,      -7
    -322,    3594,       9,      -9,      21
    -133,    2578,      24,      16,      17
    -115,    2836,      22,      23,      18
    -298,    -254,       1,      31,       1
    -334,     204,       9,       3,       6
    -328,    1444,      19,       7,     -14
    -270,    2870,       5,      13,      19
    -282,    1000,       1,      24,      12
    -256,     138,      11,      20,       5
    -184,    5620,      15,      10,      26
